ORIGINAL LABEL, OTT TAXON NAME, OTT TAXON ID
Amazona finschi, Amazona finschi,831228
Amazona imperialis, Amazona imperialis,831222
Amazona dufresniana, Amazona dufresniana,831220
Lanius sphenocercus, Lanius sphenocercus,830420
Lanius meridionalis, Lanius meridionalis,830415
Amalocichla sclateriana, Amalocichla sclateriana,830256
Amalocichla incerta, Amalocichla incerta,830253
Crateroscelis robusta, Origma robusta,830250
Eumyias panayensis, Eumyias panayensis,829684
Eumyias indigo, Eumyias indigo,829681
Urosphena pallidipes, Cettia pallidipes,829624
Horornis seebohmi, Horornis seebohmi,829612
Horornis carolinae, Cettia carolinae,829611
Dromaius novaehollandiae, Dromaius novaehollandiae,829513
Ninox natalis, Ninox natalis,829320
Puffinus persicus, Puffinus persicus,828827
Puffinus newelli, Puffinus newelli,828823
Emberiza citrinella, Emberiza citrinella,828708
Fringilla coelebs, Fringilla coelebs,828694
Phylloscartes virescens, Phylloscartes virescens,828362
Platyrinchus cancrominus, Platyrinchus cancrominus,828360
Pilherodius pileatus, Pilherodius pileatus,828356
Phylloscartes chapmani, Phylloscartes chapmani,828353
Vireolanius melitophrys, Vireolanius melitophrys,828068
Arachnothera everetti, Arachnothera everetti,828006
Arachnothera dilutior, Arachnothera dilutior,828004
Arachnothera crassirostris, Arachnothera crassirostris,827979
Chrysolampis mosquitus, Chrysolampis mosquitus,827709
Dichrozona cincta, Dichrozona cincta,827592
Sula granti, Sula granti,827441
Thinornis cucullatus, Thinornis rubricollis,827421
Leucosticte atrata, Leucosticte atrata,827285
Lampornis castaneoventris, Lampornis castaneoventris,827276
Pyrrholaemus brunneus, Pyrrholaemus brunneus,827160
Pycnoptilus floccosus, Pycnoptilus floccosus,827157
Hylacola pyrrhopygia, Calamanthus pyrrhopygius,827153
Clytomyias insignis, Clytomyias insignis,827149
Origma solitaria, Origma solitaria,827145
Malurus elegans, Malurus elegans,827140
Falco araeus, Falco araeus,826777
Bias musicus, Bias musicus,826470
Batis poensis, Batis poensis,826467
Procnias tricarunculatus, Procnias tricarunculatus,825824
Saxicola dacotiae, Saxicola dacotiae,825647
Saxicola torquatus, Saxicola torquata,825641
Saxicola rubicola, Saxicola rubicola,825633
Heterophasia auricularis, Heterophasia auricularis,824646
Fulvetta ruficapilla, Fulvetta ruficapilla,824110
Fulvetta striaticollis, Alcippe striaticollis,824074
Schoeniparus rufogularis, Alcippe rufogularis,824069
Drepanis coccinea, Vestiaria coccinea,823302
Pseudonestor xanthophrys, Pseudonestor xanthophrys,823300
Paroreomyza montana, Paroreomyza montana,823298
Rhyticeros undulatus, Rhyticeros undulatus,823087
Netta erythrophthalma, Netta erythrophthalma,822334
Nettapus auritus, Nettapus auritus,822330
Tachyeres brachypterus, Tachyeres brachypterus,822329
Plectropterus gambensis, Plectropterus gambensis,822327
Tachyeres patachonicus, Tachyeres patachonicus,822326
Tachyeres leucocephalus, Tachyeres leucocephalus,822325
Arenaria interpres, Arenaria interpres,821753
Lophura edwardsi, Lophura edwardsi,821600
Garrulax taewanus, Garrulax taewanus,820691
Uria aalge, Uria aalge,820016
Aegithalos concinnus, Aegithalos concinnus,819858
Chrysothlypis chrysomelas, Chrysothlypis chrysomelas,819314
Chlorothraupis carmioli, Chlorothraupis carmioli,819311
Chlorospingus pileatus, Chlorospingus pileatus,819309
Cnemoscopus rubrirostris, Cnemoscopus rubrirostris,819299
Sarcoramphus papa, Sarcoramphus papa,819160
Zosterops pallidus, Zosterops pallidus,819158
Zosterops lateralis, Zosterops lateralis,819155
Neomixis viridis, Neomixis viridis,818445
Eutoxeres condamini, Eutoxeres condamini,818420
Dendroma rufa, Philydor rufum,818323
Cyanoramphus malherbi, Cyanoramphus malherbi,818317
Cyanoramphus novaezelandiae, Cyanoramphus novaezelandiae,818316
Cyanoramphus auriceps, Cyanoramphus auriceps,818314
Cyanoramphus forbesi, Cyanoramphus forbesi,818312
Ammonastes pelzelni, Myrmeciza pelzelni,818306
Mackenziaena leachii, Mackenziaena leachii,818305
Myrmeciza longipes, Myrmeciza longipes,818304
Myrmoderus ferrugineus, Myrmeciza ferruginea,818303
Myrmoderus squamosus, Myrmeciza squamosa,818302
Sipia laemosticta, Myrmeciza laemosticta,818301
Sipia nigricauda, Myrmeciza nigricauda,818300
Accipiter toussenelii, Accipiter toussenelii,818185
Accipiter tachiro, Accipiter tachiro,818183
Accipiter poliogaster, Accipiter poliogaster,818182
Accipiter soloensis, Accipiter soloensis,818181
Accipiter novaehollandiae, Accipiter novaehollandiae,818180
Accipiter melanoleucus, Accipiter melanoleucus,818179
Accipiter ovampensis, Accipiter ovampensis,818178
Aulacorhynchus coeruleicinctis, Aulacorhynchus coeruleicinctis,818176
Aulacorhynchus haematopygus, Aulacorhynchus haematopygus,818175
Aulacorhynchus sulcatus, Aulacorhynchus sulcatus,818159
Cygnus cygnus, Cygnus cygnus,817994
Aythya fuligula, Aythya fuligula,817992
Aythya ferina, Aythya ferina,817989
Saltator albicollis, Saltator albicollis,817643
Tangara inornata, Tangara inornata,817641
Mimus longicaudatus, Mimus longicaudatus,817639
Rhodinocichla rosea, Rhodinocichla rosea,817637
Thraupis episcopus, Tangara episcopus,817632
Plocepasser mahali, Plocepasser mahali,817626
Syrrhaptes paradoxus, Syrrhaptes paradoxus,817590
Calyptorhynchus funereus, Calyptorhynchus funereus,817586
Tockus flavirostris, Tockus flavirostris,817584
Pycnonotus taivanus, Pycnonotus taivanus,817372
Microptilotis imitatrix, Meliphaga gracilis imitatrix,817309
Myiothlypis rivularis, Basileuterus rivularis,817143
Porzana spiloptera, Porzana spiloptera,817102
Sporophila lineola, Sporophila lineola,817090
Poecilotriccus senex, Poecilotriccus senex,817081
Ceratopipra cornuta, Pipra cornuta,817044
Asemospiza fuliginosa, Tiaris fuliginosus,816895
Capito dayi, Capito dayi,815708
Eubucco bourcierii, Eubucco bourcierii,815705
Andigena hypoglauca, Andigena hypoglauca,815703
Euphonia hirundinacea, Euphonia hirundinacea,815424
Pyrrhula nipalensis, Pyrrhula nipalensis,815423
Carpodacus rubicilloides, Carpodacus rubicilloides,815422
Carpodacus trifasciatus, Carpodacus trifasciatus,815421
Procarduelis nipalensis, Carpodacus nipalensis,815420
Carpodacus roseus, Carpodacus roseus,815419
Carpodacus erythrinus, Carpodacus erythrinus,815418
Bucorvus leadbeateri, Bucorvus leadbeateri,814836
Bradypterus lopezi, Bradypterus lopesi,814800
Stelgidopteryx serripennis, Stelgidopteryx serripennis,814755
Melanochlora sultanea, Melanochlora sultanea,814750
Nicator chloris, Nicator chloris,814747
Cranioleuca muelleri, Cranioleuca muelleri,814287
Cranioleuca pallida, Cranioleuca pallida,814285
Cranioleuca semicinerea, Cranioleuca semicinerea,814283
Cranioleuca vulpecula, Cranioleuca vulpecula,814278
Furnarius torridus, Furnarius torridus,814272
Furnarius minor, Furnarius minor,814270
Hylexetastes stresemanni, Hylexetastes stresemanni,814268
Cicinnurus regius, Cicinnurus regius,813780
Seleucidis melanoleucus, Seleucidis melanoleucus,813729
Poephila personata, Poephila personata,813444
Psophia leucoptera, Psophia leucoptera,813276
Zimmerius chrysops, Zimmerius chrysops,813130
Phytotoma rara, Phytotoma rara,812954
Melithreptus affinis, Melithreptus affinis,812823
Alethe castanea, Alethe castanea,812519
Larvivora cyane, Luscinia cyane,812517
Paroaria nigrogenis, Paroaria gularis nigrogenis,812421
Saxicola tectes, Saxicola tectes,811041
Saxicola caprata, Saxicola caprata,811035
Acrocephalus yamashinae, Acrocephalus yamashinae,811000
Calypte anna, Calypte anna,810756
Spheniscus humboldti, Spheniscus humboldti,810741
Turnix sylvaticus, Turnix sylvaticus,810658
Actitis macularius, Actitis macularia,810558
Anthreptes orientalis, Anthreptes orientalis,809940
Chalcomitra adelberti, Nectarinia adelberti,809938
Anthreptes malacensis, Anthreptes malacensis,809923
Aethopyga boltoni, Aethopyga boltoni,809920
Rallus elegans, Rallus elegans,809015
Baeolophus atricristatus, Baeolophus atricristatus,809013
Lophodytes cucullatus, Lophodytes cucullatus,809009
Sterna paradisaea, Sterna paradisaea,809006
Phalaropus fulicarius, Phalaropus fulicaria,809003
Tringa solitaria, Tringa solitaria,809000
Numenius americanus, Numenius americanus,808998
Calidris subruficollis, Calidris subruficollis,808996
Poecile weigoldicus, Poecile weigoldicus,808990
Cyanistes teneriffae, Cyanistes teneriffae,808982
Xenoligea montana, Xenoligea montana,808917
Turdus xanthorhynchus, Turdus xanthorhynchus,808874
Pheugopedius fasciatoventris, Thryothorus fasciatoventris,808707
Anabacerthia amaurotis, Anabacerthia amaurotis,808272
Acanthiza chrysorrhoa, Acanthiza chrysorrhoa,808269
Cnemophilus macgregorii, Cnemophilus macgregorii,808267
Corvus coronoides, Corvus coronoides,808257
Loboparadisea sericea, Loboparadisea sericea,808251
Spizaetus tyrannus, Spizaetus tyrannus,806941
Polemaetus bellicosus, Polemaetus bellicosus,806935
Nisaetus cirrhatus, Spizaetus cirrhatus,806931
Spizaetus ornatus, Spizaetus ornatus,806929
Nisaetus philippensis, Nisaetus philippensis,806927
Foudia eminentissima, Foudia eminentissima,806360
Foudia omissa, Foudia omissa,806359
Foudia rubra, Foudia rubra,806358
Foudia sechellarum, Foudia sechellarum,806357
Euplectes psammacromius, Euplectes psammacromius,806356
Euplectes jacksoni, Euplectes jacksoni,806355
Foudia madagascariensis, Foudia madagascariensis,806353
Foudia flavicans, Foudia flavicans,806352
Tyranneutes stolzmanni, Tyranneutes stolzmanni,806166
Sclerurus mexicanus, Sclerurus mexicanus,806162
Synallaxis cinerascens, Synallaxis cinerascens,806160
Geositta cunicularia, Geositta cunicularia,806158
Margarornis rubiginosus, Margarornis rubiginosus,806155
Pyriglena leucoptera, Pyriglena leucoptera,806153
Frederickena viridis, Frederickena viridis,806151
Buteo trizonatus, Buteo oreophilus trizonatus,805062
Thamnophilus aethiops, Thamnophilus aethiops,804859
Cyanocorax affinis, Cyanocorax affinis,804650
Chenorhamphus grayi, Chenorhamphus grayi,804494
Chenorhamphus campbelli, Chenorhamphus campbelli,804490
Colibri coruscans, Colibri coruscans,804120
Androdon aequatorialis, Androdon aequatorialis,804117
Phaethornis yaruqui, Phaethornis yaruqui,804115
Coturnix japonica, Coturnix japonica,803622
Forpus xanthops, Forpus xanthops,803501
Phylloscopus yunnanensis, Abrornis yunnanensis,803128
Phylloscopus kansuensis, Abrornis kansuensis,803126
Sinosuthora webbiana, Paradoxornis webbianus,802901
Lanius cristatus, Lanius cristatus,802894
Emberiza fucata, Emberiza fucata,802893
Ichthyaetus audouinii, Ichthyaetus audouinii,802818
Anthus correndera, Anthus correndera,802221
Picumnus innominatus, Picumnus innominatus,802075
Streptopelia vinacea, Streptopelia vinacea,801240
Streptopelia tranquebarica, Streptopelia tranquebarica,801238
Streptopelia turtur, Streptopelia turtur,801237
Streptopelia roseogrisea, Streptopelia roseogrisea,801233
Streptopelia semitorquata, Streptopelia semitorquata,801232
Streptopelia picturata, Streptopelia picturata,801227
Reinwardtoena browni, Reinwardtoena browni,801226
Melanerpes erythrocephalus, Melanerpes erythrocephalus,800693
Acrocephalus arundinaceus, Acrocephalus arundinaceus,800677
Campylorhynchus brunneicapillus, Campylorhynchus brunneicapillus,800237
Euryceros prevostii, Euryceros prevostii,799934
Glossoptila goldiei, Psitteuteles goldiei,799913
Eos reticulata, Eos reticulata,799912
Oreopsittacus arfaki, Oreopsittacus arfaki,799909
Apalis kaboboensis, Apalis kaboboensis,799759
Apalis porphyrolaema, Apalis porphyrolaema,799758
Apalis binotata, Apalis binotata,799756
Nesoenas mayeri, Nesoenas mayeri,799324
Tyto novaehollandiae, Tyto novaehollandiae,799262
Tyto longimembris, Tyto longimembris,799259
Eugenes fulgens, Eugenes fulgens,799185
Thamnophilus doliatus, Thamnophilus doliatus,799168
Dendrocolaptes picumnus, Dendrocolaptes picumnus,799164
Formicarius colma, Formicarius colma,799153
Furnarius rufus, Furnarius rufus,799151
Podiceps gallardoi, Podiceps gallardoi,799136
Phrygilus patagonicus, Phrygilus patagonicus,799135
Branta leucopsis, Branta leucopsis,799124
Branta ruficollis, Branta ruficollis,799106
Hypopyrrhus pyrohypogaster, Hypopyrrhus pyrohypogaster,798659
Eurostopodus mystacalis, Eurostopodus mystacalis,798642
Antilophia galeata, Antilophia galeata,798122
Anthoscopus musculus, Anthoscopus musculus,798100
Cinnyris superbus, Cinnyris superbus,797581
Chloropsis hardwickii, Chloropsis hardwickii,797578
Dicaeum anthonyi, Dicaeum anthonyi,797577
Dicaeum agile, Dicaeum agile,797576
Aethopyga primigenia, Aethopyga primigenia,797574
Aethopyga duyvenbodei, Aethopyga duyvenbodei,797573
Anthreptes rectirostris, Anthreptes rectirostris,797572
Aethopyga siparaja, Aethopyga siparaja,797571
Dicaeum celebicum, Dicaeum celebicum,797567
Dicaeum bicolor, Dicaeum bicolor,797566
Pterodroma hypoleuca, Pterodroma hypoleuca,797520
Apus acuticauda, Apus acuticauda,797146
Apus niansae, Apus niansae,797144
Cercomacroides nigrescens, Cercomacra nigrescens,797060
Cercomacroides laeta, Cercomacra laeta,797054
Gyps indicus, Gyps indicus,796905
Micromacronus leytensis, Micromacronus leytensis,796101
Hirundo megaensis, Hirundo megaensis,795248
Hirundo nigrorufa, Hirundo nigrorufa,795245
Porzana porzana, Porzana porzana,795161
Prunella fulvescens, Prunella fulvescens,795160
Prunella himalayana, Prunella himalayana,795159
Prunella rubida, Prunella rubida,795158
Muscicapa griseisticta, Muscicapa griseisticta,795157
Phoenicurus erythronotus, Phoenicurus erythronotus,795156
Pluvialis apricaria, Pluvialis apricaria,795155
Apus melba, Tachymarptis melba,795151
Crotophaga major, Crotophaga major,794915
Tyto capensis, Tyto capensis,794579
Stipiturus malachurus, Stipiturus malachurus,793906
Chlamydera lauterbachi, Chlamydera lauterbachi,793510
Pitta elegans, Pitta elegans,793324
Pitta anerythra, Pitta anerythra,793323
Hydrornis phayrei, Hydrornis phayrei,793320
Lamprotornis ornatus, Lamprotornis ornatus,793168
Lamprotornis mevesii, Lamprotornis mevesii,793167
Lamprotornis hildebrandti, Lamprotornis hildebrandti,793166
Lamprotornis fischeri, Lamprotornis fischeri,793165
Hylopsar purpureiceps, Lamprotornis purpureiceps,793157
Lamprotornis pulcher, Lamprotornis pulcher,793156
Lamprotornis regius, Lamprotornis regius,793151
Ichthyaetus hemprichii, Ichthyaetus hemprichii,792987
Actitis hypoleucos, Actitis hypoleucos,792983
Dendrocopos syriacus, Dendrocopos syriacus,792919
Calocitta formosa, Calocitta formosa,792691
Cuculus canorus, Cuculus canorus,792628
Cacomantis flabelliformis, Cacomantis flabelliformis,792623
Chrysococcyx klaas, Chrysococcyx klaas,792620
Larus argentatus, Larus argentatus,791957
Aythya nyroca, Aythya nyroca,789865
Psittacara leucophthalmus, Psittacara leucophthalmus,789655
Eupsittula cactorum, Eupsittula cactorum,789654
Brotogeris versicolurus, Brotogeris versicolurus,789650
Ara severus, Ara severus,789646
Anodorhynchus leari, Anodorhynchus leari,789645
Diopsittaca nobilis, Diopsittaca nobilis,789639
Lybius melanopterus, Pogonornis melanopterus,789439
Lybius dubius, Pogonornis dubius,789437
Lybius torquatus, Lybius torquatus,789435
Lybius vieilloti, Lybius vieilloti,789433
Buccanodon duchaillui, Buccanodon duchaillui,789428
Pterocles orientalis, Pterocles orientalis,789254
Passerella iliaca, Passerella iliaca,789028
Dasycrotapha speciosa, Stachyris speciosa,788849
Pogonocichla stellata, Pogonocichla stellata,788717
Phoenicurus erythrogastrus, Phoenicurus erythrogastrus,788699
Asthenes luizae, Asthenes luizae,788594
Otus spilocephalus, Otus spilocephalus,788568
Icterus parisorum, Icterus parisorum,788031
Icterus spurius, Icterus spurius,788030
Icterus icterus, Icterus icterus,788029
Icterus leucopteryx, Icterus leucopteryx,788028
Icterus mesomelas, Icterus mesomelas,788027
Icterus nigrogularis, Icterus nigrogularis,788024
Embernagra platensis, Embernagra platensis,787934
Thripadectes ignobilis, Thripadectes ignobilis,787773
Chlamydotis macqueenii, Chlamydotis macqueenii,787600
Ramphocelus nigrogularis, Ramphocelus nigrogularis,787421
Coua cristata, Coua cristata,787074
Coua caerulea, Coua caerulea,787072
Coccyzus melacoryphus, Coccyzus melacoryphus,787069
Coua ruficeps, Coua ruficeps,787066
Coua reynaudii, Coua reynaudii,787064
Coua cursor, Coua cursor,787062
Orthotomus chloronotus, Orthotomus chloronotus,786960
Myadestes elisabeth, Myadestes elisabeth,786483
Myadestes obscurus, Myadestes obscurus,786482
Myadestes occidentalis, Myadestes occidentalis,786479
Aegypius monachus, Aegypius monachus,786449
Caracara plancus, Caracara plancus,786444
Falco columbarius, Falco columbarius,786443
Falco peregrinus, Falco peregrinus,786435
Accipiter gentilis, Accipiter gentilis,786433
Pauxi unicornis, Pauxi unicornis,786422
Mitu salvini, Mitu salvini,786420
Scytalopus novacapitalis, Scytalopus novacapitalis,786354
Scytalopus pachecoi, Scytalopus pachecoi,786306
Somateria mollissima, Somateria mollissima,785961
Buceros rhinoceros, Buceros rhinoceros,785189
Penelopides panini, Penelopides panini,785187
Ceratogymna atrata, Ceratogymna atrata,785184
Buceros bicornis, Buceros bicornis,785181
Tigrisoma fasciatum, Tigrisoma fasciatum,784693
Hydrornis baudii, Hydrornis baudii,784637
Microcerculus bambla, Microcerculus bambla,784615
Henicorhina leucoptera, Henicorhina leucoptera,784613
Eupodotis afraoides, Afrotis afraoides,784565
Hemithraupis guira, Hemithraupis guira,784528
Eudromia formosa, Eudromia formosa,784522
Galbula leucogastra, Galbula leucogastra,784520
Galbula galbula, Galbula galbula,784518
Harpia harpyja, Harpia harpyja,783378
Hypsipetes siquijorensis, Ixos siquijorensis,783277
Pycnonotus flavescens, Pycnonotus flavescens,783276
Pericrocotus roseus, Pericrocotus roseus,781946
Alaudala rufescens, Calandrella rufescens,781908
Eremophila bilopha, Eremophila bilopha,781906
Mirafra javanica, Mirafra javanica,781904
Lullula arborea, Lullula arborea,781902
Spizocorys starki, Eremalauda starki,781897
