ORIGINAL LABEL, OTT TAXON NAME, OTT TAXON ID
Ficedula disposita, Ficedula disposita,174772
Rhopias gularis, Myrmotherula gularis,174464
Monasa morphoeus, Monasa morphoeus,174461
Nystalus striolatus, Nystalus striolatus,174459
Penelope albipennis, Penelope albipennis,174442
Agapornis roseicollis, Agapornis roseicollis,174401
Agapornis taranta, Agapornis taranta,174400
Agapornis canus, Agapornis canus,174398
Agapornis fischeri, Agapornis fischeri,174397
Agapornis personatus, Agapornis personatus,174393
Agapornis pullarius, Agapornis pullarius,174392
Agapornis lilianae, Agapornis lilianae,174391
Agapornis nigrigenis, Agapornis nigrigenis,174390
Phaethornis superciliosus, Phaethornis superciliosus,174367
Hemiprocne mystacea, Hemiprocne mystacea,174365
Chaetura vauxi, Chaetura vauxi,174363
Cyanoderma chrysaeum, Cyanoderma chrysaea,174119
Prinia bairdii, Prinia bairdii,174109
Gallirallus wallacii, Habroptila wallacii,174014
Saxicola insignis, Saxicola insignis,173999
Saxicola jerdoni, Saxicola jerdoni,173998
Synallaxis candei, Synallaxis candei,173806
Melignomon zenkeri, Melignomon zenkeri,173468
Melignomon eisentrauti, Melignomon eisentrauti,173466
Melichneutes robustus, Melichneutes robustus,173463
Phodilus prigoginei, Phodilus prigoginei,173450
Synallaxis tithys, Synallaxis tithys,173117
Microeca flavovirescens, Microeca flavovirescens,172688
Peneothello sigillata, Peneothello sigillata,172681
Petroica boodang, Petroica boodang,172679
Petroica phoenicea, Petroica phoenicea,172677
Petroica rodinogaster, Petroica rodinogaster,172674
Poecilodryas cerviniventris, Poecilodryas cerviniventris,172672
Poecilodryas superciliosa, Poecilodryas superciliosa,172671
Pseudobulweria aterrima, Pseudobulweria aterrima,172670
Pseudobulweria rostrata, Pseudobulweria rostrata,172667
Calonectris diomedea, Calonectris diomedea,172646
Prionochilus olivaceus, Prionochilus olivaceus,172533
Prionochilus percussus, Prionochilus percussus,172532
Prionochilus plateni, Prionochilus plateni,172531
Prionochilus thoracicus, Prionochilus thoracicus,172530
Poecile hudsonicus, Poecile hudsonicus,171835
Poecile lugubris, Poecile lugubris,171829
Poecile superciliosus, Poecile superciliosus,171826
Poecile sclateri, Poecile sclateri,171825
Myiophobus cryptoxanthus, Myiophobus cryptoxanthus,171759
Nephelomyias ochraceiventris, Myiophobus ochraceiventris,171737
Myiophobus roraimae, Myiophobus roraimae,171714
Setophaga flavescens, Setophaga flavescens,170490
Saxicola rubetra, Saxicola rubetra,170383
Nannopterum auritum, Nannopterum auritus,170200
Sula dactylatra, Sula dactylatra,170197
Anhinga anhinga, Anhinga anhinga,170196
Icterus croconotus, Icterus croconotus,169957
Arremon aurantiirostris, Arremon aurantiirostris,169529
Cacomantis merulinus, Cacomantis merulinus,169267
Cacomantis variolosus, Cacomantis variolosus,169265
Lyrurus mlokosiewiczi, Lyrurus mlokosiewiczi,168727
Nesocharis shelleyi, Nesocharis shelleyi,168452
Swynnertonia swynnertoni, Swynnertonia swynnertoni,168423
Malurus leucopterus, Malurus leucopterus,168421
Turdus maximus, Turdus maximus,168082
Turdus eunomus, Turdus eunomus,168078
Emberiza elegans, Schoeniclus elegans,167343
Spinus spinus, Spinus spinus,167338
Crypturellus strigulosus, Crypturellus strigulosus,167137
Tadorna variegata, Tadorna variegata,166697
Mergellus albellus, Mergellus albellus,166692
Anser canagicus, Anser canagica,166688
Bucephala clangula, Bucephala clangula,166683
Macronyx croceus, Macronyx croceus,165981
Tringa ochropus, Tringa ochropus,165976
Apteryx rowi, Apteryx rowi,165688
Pionus chalcopterus, Pionus chalcopterus,165630
Amazona ochrocephala, Amazona ochrocephala,165617
Amazona farinosa, Amazona farinosa,165616
Lepidothrix nattereri, Lepidothrix nattereri,165537
Ceratopipra rubrocapilla, Pipra rubrocapilla,165535
Goodfellowia miranda, Basilornis mirandus,164809
Selasphorus platycercus, Selasphorus platycercus,164175
Lampornis viridipallens, Lampornis viridipallens,164170
Heliomaster constantii, Heliomaster constantii,164168
Selasphorus heloisa, Atthis heloisa,164165
Pedionomus torquatus, Pedionomus torquatus,163953
Grallaria albigula, Grallaria albigula,162320
Acanthiza reguloides, Acanthiza reguloides,161784
Acanthiza robustirostris, Acanthiza robustirostris,161781
Acanthiza katherina, Acanthiza katherina,161779
Acanthiza lineata, Acanthiza lineata,161777
Acanthiza nana, Acanthiza nana,161775
Acanthiza pusilla, Acanthiza pusilla,161773
Acanthiza uropygialis, Acanthiza uropygialis,161770
Cryptopezus nattereri, Hylopezus nattereri,160393
Hylopezus whittakeri, Hylopezus whittakeri,160385
Bycanistes bucinator, Bycanistes bucinator,159839
Bycanistes subcylindricus, Bycanistes subcylindricus,159838
Bycanistes brevis, Bycanistes brevis,159833
Berenicornis comatus, Berenicornis comatus,159830
Pica serica, Pica pica sericea,158888
Sphenoeacus afer, Sphenoeacus afer,158200
Stenostira scita, Stenostira scita,158197
Jacamerops aureus, Jacamerops aureus,157836
Polyplectron schleiermacheri, Polyplectron schleiermacheri,157751
Polyplectron katsumatae, Polyplectron katsumatae,157749
Pipile cujubi, Pipile cujubi,157745
Penelope ochrogaster, Penelope ochrogaster,157743
Penelope purpurascens, Penelope purpurascens,157741
Pipile cumanensis, Pipile cumanensis,157739
Pipile pipile, Pipile pipile,157735
Chlorodrepanis virens, Hemignathus virens,157610
Carpodacus thura, Carpodacus thura,157599
Cisticola cantans, Cisticola cantans,157565
Catamenia inornata, Catamenia inornata,157499
Columbina passerina, Columbina passerina,157208
Setophaga townsendi, Setophaga townsendi,157200
Mirafra passerina, Mirafra passerina,156658
Chersomanes albofasciata, Chersomanes albofasciata,156654
Ammomanopsis grayi, Ammomanes grayi,156651
Galerida magnirostris, Galerida magnirostris,156649
Spizocorys sclateri, Spizocorys sclateri,156647
Calendulauda sabota, Calendulauda sabota,156645
Aeronautes saxatalis, Aeronautes saxatalis,156330
Buteo albigula, Buteo albigula,155924
Buteo regalis, Buteo regalis,155919
Buteo ventralis, Buteo ventralis,155916
Leioptila annectens, Leioptila annectens,155396
Verreauxia africana, Verreauxia africana,155286
Xiphorhynchus obsoletus, Xiphorhynchus obsoletus,155234
Butorides virescens, Butorides virescens,154822
Cochlearius cochlearius, Cochlearius cochlearius,154815
Pomatorhinus ruficollis, Pomatorhinus ruficollis,154418
Thalasseus sandvicensis, Thalasseus sandvicensis,154128
Pagophila eburnea, Pagophila eburnea,154126
Phylloscopus sarasinorum, Seicercus sarasinorum,154021
Progne elegans, Progne elegans,154004
Progne murphyi, Progne murphyi,154000
Elanus leucurus, Elanus leucurus,153874
Gallus varius, Gallus varius,153572
Gallus gallus, Gallus gallus,153563
Gallus sonneratii, Gallus sonneratii,153560
Gallus lafayettii, Gallus lafayetii,153554
Muscicapa aquatica, Muscicapa aquatica,153337
Enicurus ruficapillus, Enicurus ruficapillus,153334
Larvivora brunnea, Luscinia brunnea,153332
Muscicapa sethsmithi, Muscicapa sethsmithi,153330
Myrmecocichla aethiops, Myrmecocichla aethiops,153328
Muscicapa cassini, Muscicapa cassini,153326
Muscicapa gambagae, Muscicapa gambagae,153324
Accipiter rufiventris, Accipiter rufiventris,153276
Melaenornis ardesiacus, Melaenornis ardesiacus,153268
Malimbus coronatus, Malimbus coronatus,153266
Malimbus cassini, Malimbus cassini,153264
Lybius minor, Pogonornis minor,153261
Ixobrychus sturmii, Ixobrychus sturmii,153253
Indicator willcocksi, Indicator willcocksi,153251
Petrochelidon fulva, Petrochelidon fulva,152808
Petrochelidon rufocollaris, Petrochelidon rufocollaris,152806
Fraseria cinerascens, Fraseria cinerascens,152572
Phylloscopus bonelli, Phylloscopus bonelli,151803
Turtur tympanistria, Turtur tympanistria,150851
Nystalus chacuru, Nystalus chacuru,150669
Tersina viridis, Tersina viridis,150653
Merops gularis, Merops gularis,150517
Merops hirundineus, Merops hirundineus,150514
Piculus chrysochloros, Piculus chrysochloros,149826
Sasia abnormis, Sasia abnormis,149822
Meiglyptes tukki, Meiglyptes tukki,149819
Mulleripicus funebris, Mulleripicus funebris,149816
Calidris temminckii, Calidris temminckii,149072
Remiz consobrinus, Remiz consobrinus,148779
Patagioenas fasciata, Patagioenas fasciata,148378
Porphyrio porphyrio, Porphyrio porphyrio,148209
Horornis parens, Cettia parens,147444
Geophaps plumifera, Geophaps plumifera,147369
Hypsipetes rufigularis, Ixos rufigularis,147271
Lanius excubitor, Lanius excubitor,146937
Empidonax hammondii, Empidonax hammondii,146936
Neophema petrophila, Neophema petrophila,145556
Emberiza hortulana, Emberiza hortulana,145223
Ixobrychus minutus, Ixobrychus minutus,145222
Myrmotherula longipennis, Myrmotherula longipennis,144902
Formicivora rufa, Formicivora rufa,144889
Drymophila devillei, Drymophila devillei,144888
Oriolus melanotis, Oriolus melanotis,144737
Oriolus mellianus, Oriolus mellianus,144735
Oriolus monacha, Oriolus monacha,144733
Aglaiocercus coelestis, Aglaiocercus coelestis,144509
Adelomyia melanogenys, Adelomyia melanogenys,144508
Aglaeactis castelnaudii, Aglaeactis castelnaudii,144507
Synoicus chinensis, Coturnix chinensis,144486
Phonygammus keraudrenii, Phonygammus keraudrenii,144082
Sericornis frontalis, Sericornis frontalis,144077
Metriopelia ceciliae, Metriopelia ceciliae,143598
Lanius tephronotus, Lanius tephronotus,143573
Lanius minor, Lanius minor,143572
Astrapia rothschildi, Astrapia rothschildi,143309
Astrapia mayeri, Astrapia mayeri,143296
Pachycephala griseonota, Pachycephala griseonota,143158
Pachycephala caledonica, Pachycephala caledonica,143148
Pipraeidea melanonota, Pipraeidea melanonota,142577
Phaethornis guy, Phaethornis guy,141992
Phaethornis hispidus, Phaethornis hispidus,141991
Panterpe insignis, Panterpe insignis,141989
Patagona gigas, Patagona gigas,141987
Ocreatus underwoodii, Ocreatus underwoodii,141985
Oreotrochilus chimborazo, Oreotrochilus chimborazo,141984
Oreotrochilus estella, Oreotrochilus estella,141983
Hylophilus thoracicus, Hylophilus thoracicus,141913
Ptilotula penicillata, Ptilotula penicillata,140612
Certhilauda semitorquata, Certhilauda semitorquata,140588
Certhilauda subcoronata, Certhilauda subcoronata,140587
Certhilauda chuana, Certhilauda chuana,140584
Certhilauda curvirostris, Certhilauda curvirostris,140583
Certhilauda brevirostris, Certhilauda brevirostris,140581
Eremopterix verticalis, Eremopterix verticalis,140579
Pyrrhocorax graculus, Pyrrhocorax graculus,140440
Nucifraga caryocatactes, Nucifraga caryocatactes,140439
Perisoreus infaustus, Perisoreus infaustus,140438
Garrulus lidthi, Garrulus lidthi,140437
Garrulus glandarius, Garrulus glandarius,140432
Corvus corax, Corvus corax,140425
Cygnus olor, Cygnus olor,140314
Cygnus atratus, Cygnus atratus,140312
Chloephaga picta, Chloephaga picta,140309
Oressochen melanopterus, Chloephaga melanoptera,140307
Coscoroba coscoroba, Coscoroba coscoroba,140305
Cyanochen cyanoptera, Cyanochen cyanopterus,140301
Pericrocotus igneus, Pericrocotus igneus,139920
Pericrocotus miniatus, Pericrocotus miniatus,139917
Pericrocotus flammeus, Pericrocotus flammeus,139916
Chalcomitra fuliginosa, Chalcomitra fuliginosa,139823
Eremopterix nigriceps, Eremopterix nigriceps,139502
Malurus lamberti, Malurus lamberti,138665
Myiarchus sagrae, Myiarchus sagrae,138461
Philydor fuscipenne, Philydor fuscipenne,138187
Dendroma erythroptera, Philydor erythropterum,138185
Phacellodomus sibilatrix, Phacellodomus sibilatrix,138183
Phacellodomus ferrugineigula, Phacellodomus ferrugineigula,138181
Phacellodomus dorsalis, Phacellodomus dorsalis,138179
Margarornis stellatus, Margarornis stellatus,138173
Falco subbuteo, Falco subbuteo,137527
Corvus enca, Corvus enca,137336
Zosterops albogularis, Zosterops albogularis,137024
Chrysuronia goudoti, Lepidopyga goudoti,136664
Eriocnemis derbyi, Eriocnemis derbyi,136662
Caloperdix oculeus, Caloperdix oculeus,136466
Stelgidopteryx ruficollis, Stelgidopteryx ruficollis,136035
Tachycineta bicolor, Tachycineta bicolor,136028
Atticora tibialis, Atticora tibialis,136026
Progne chalybea, Progne chalybea,136021
Branta bernicla, Branta bernicla,135287
Ilicura militaris, Ilicura militaris,134638
Pholidornis rushiae, Pholidornis rushiae,134629
Thamnistes anabatinus, Thamnistes anabatinus,134537
Thamnomanes caesius, Thamnomanes caesius,134534
Megastictus margaritatus, Megastictus margaritatus,134532
Pygiptila stellaris, Pygiptila stellaris,134530
Dysithamnus mentalis, Dysithamnus mentalis,134528
Garrodia nereis, Garrodia nereis,134492
Thalassarche eremita, Thalassarche eremita,134477
Puffinus opisthomelas, Puffinus opisthomelas,134468
Pygoscelis antarcticus, Pygoscelis antarcticus,134466
Anas wyvilliana, Anas wyvilliana,133895
Anairetes parulus, Anairetes parulus,133180
Anairetes reguloides, Anairetes reguloides,133176
Stigmatura napensis, Stigmatura napensis,133154
Asthenes hudsoni, Asthenes hudsoni,132844
Crax rubra, Crax rubra,132829
Ficedula narcissina, Ficedula narcissina,131996
Tarsiger cyanurus, Luscinia cyanura,131992
Zosterops japonicus, Zosterops japonicus,131985
Spiloptila clamans, Spiloptila clamans,131341
Hypothymis puella, Hypothymis puella,131264
Hypothymis coelestis, Hypothymis coelestis,131232
Cyanocitta stelleri, Cyanocitta stelleri,130921
Psilorhinus morio, Cyanocorax morio,130898
Thalurania furcata, Thalurania furcata,130500
Ficedula rufigula, Ficedula rufigula,130294
Nesoctites micromegas, Nesoctites micromegas,130077
Pteroglossus bailloni, Pteroglossus bailloni,130076
Picumnus nebulosus, Picumnus nebulosus,130075
Picumnus spilogaster, Picumnus spilogaster,130074
Indicator exilis, Indicator exilis,130073
Picumnus exilis, Picumnus exilis,130072
Myiarchus tyrannulus, Myiarchus tyrannulus,129415
Fluvicola pica, Fluvicola pica,129414
Fluvicola albiventer, Fluvicola albiventer,129413
Leptopogon amaurocephalus, Leptopogon amaurocephalus,129406
Manacus manacus, Manacus manacus,129404
Thinornis novaeseelandiae, Thinornis novaeseelandiae,129402
Sternula superciliaris, Sternula superciliaris,129400
Rhinoptilus chalcopterus, Rhinoptilus chalcopterus,129399
Stiltia isabella, Stiltia isabella,129398
Hemitriccus zosterops, Hemitriccus zosterops,128722
Mionectes rufiventris, Mionectes rufiventris,128721
Cercomacra cinerascens, Cercomacra cinerascens,128719
Ceratopipra mentalis, Pipra mentalis,128718
Hemitriccus minor, Hemitriccus minor,128717
Todirostrum maculatum, Todirostrum maculatum,128712
Sporophila falcirostris, Sporophila falcirostris,128454
Sporophila cinnamomea, Sporophila cinnamomea,128452
Sporophila hypoxantha, Sporophila hypoxantha,128450
Sporophila hypochroma, Sporophila hypochroma,128448
Sporophila luctuosa, Sporophila luctuosa,128446
Sporophila leucoptera, Sporophila leucoptera,128444
Sporophila minuta, Sporophila minuta,128442
Sporophila melanogaster, Sporophila melanogaster,128440
Sporophila telasco, Sporophila telasco,128438
Sporophila palustris, Sporophila palustris,128436
Tyrannulus elatus, Tyrannulus elatus,127704
Corvus albicollis, Corvus albicollis,127684
Thamnophilus tenuepunctatus, Thamnophilus tenuepunctatus,127435
Thamnophilus multistriatus, Thamnophilus multistriatus,127434
Icterus prosthemelas, Icterus prosthemelas,126996
Myiozetetes cayanensis, Myiozetetes cayanensis,126791
Polystictus superciliaris, Polystictus superciliaris,126788
Illadopsis albipectus, Illadopsis albipectus,126367
Egretta thula, Egretta thula,126087
Ciccaba nigrolineata, Ciccaba nigrolineata,125910
Coccycua minuta, Coccycua minuta,125907
Collocalia marginata, Collocalia marginata,125905
Chaetura spinicaudus, Chaetura spinicaudus,125901
Anthracothorax viridis, Anthracothorax viridis,125773
Eulampis holosericeus, Eulampis holosericeus,125768
Eulampis jugularis, Eulampis jugularis,125767
Agelasticus xanthophthalmus, Chrysomus xanthophthalmus,125474
Cassiculus melanicterus, Cacicus melanicterus,125175
Scleroptila psilolaema, Scleroptila psilolaema,125001
Ammoperdix heyi, Ammoperdix heyi,124997
Scleroptila streptophora, Scleroptila streptophorus,124995
Pyrenestes sanguineus, Pyrenestes sanguineus,124466
Emberiza rutila, Emberiza rutila,124457
Cephalopyrus flammiceps, Cephalopyrus flammiceps,124085
Chloropicus gabonensis, Dendropicos gabonensis,123173
Xiphidiopicus percussus, Xiphidiopicus percussus,122921
Melanerpes striatus, Melanerpes striatus,122919
Melanerpes uropygialis, Melanerpes uropygialis,122918
Saxicola gutturalis, Saxicola gutturalis,122863
Alophoixus bres, Alophoixus bres,122201
Alophoixus ochraceus, Alophoixus ochraceus,122177
Phyllomyias uropygialis, Phyllomyias uropygialis,121889
Rhipidura phasiana, Rhipidura phasiana,121367
Rhipidura superciliaris, Rhipidura superciliaris,121366
Rhipidura leucothorax, Rhipidura leucothorax,121365
Rhipidura nigrocinnamomea, Rhipidura nigrocinnamomea,121363
Rhipidura verreauxi, Rhipidura verreauxi,121362
Rhipidura tenebrosa, Rhipidura tenebrosa,121360
Rhipidura teysmanni, Rhipidura teysmanni,121359
Leucopternis semiplumbeus, Leucopternis semiplumbeus,120833
Pseudastur occidentalis, Leucopternis occidentalis,120805
Zentrygon goldmani, Zentrygon goldmani,120593
Zentrygon lawrencii, Zentrygon lawrencii,120591
Geothlypis tolmiei, Geothlypis tolmiei,119891
Poecile rufescens, Poecile rufescens,119889
Passerina amoena, Passerina amoena,119888
Empidonax oberholseri, Empidonax oberholseri,119887
Vireo huttoni, Vireo huttoni,119885
Cardellina pusilla, Cardellina pusilla,119878
Carduelis corsicana, Carduelis corsicana,119725
Carduelis citrinella, Carduelis citrinella,119724
Larus californicus, Larus californicus,119602
Larus delawarensis, Larus delawarensis,119599
Orochelidon flavipes, Notiochelidon flavipes,119541
Petrochelidon spilodera, Hirundo spilodera,119539
Petrochelidon nigricans, Hirundo nigricans,119537
Delichon dasypus, Delichon dasypus,119536
Progne sinaloae, Progne sinaloae,119535
Calyptorhynchus latirostris, Calyptorhynchus latirostris,119421
Ardea cinerea, Ardea cinerea,119222
Guira guira, Guira guira,119219
Scythrops novaehollandiae, Scythrops novaehollandiae,119216
Buteo buteo, Buteo buteo,119214
Pyriglena atra, Pyriglena atra,119088
Melanerpes carolinus, Melanerpes carolinus,119082
Cryptospiza reichenovii, Cryptospiza reichenovii,119042
Phylloscopus chloronotus, Abrornis chloronotus,118843
Papasula abbotti, Papasula abbotti,117726
Baeopogon indicator, Baeopogon indicator,117655
Basileuterus tristriatus, Basileuterus tristriatus,117643
Strix butleri, Strix butleri,116538
Pulsatrix perspicillata, Pulsatrix perspicillata,116528
Strix aluco, Strix aluco,116522
Muscicapa striata, Muscicapa striata,116518
Ciccaba virgata, Ciccaba virgata,116486
Eupetomena cirrochloris, Aphantochroa cirrochloris,116402
Polyerata decora, Amazilia decora,116401
Amazilia rutila, Amazilia rutila,116399
Uranomitra franciae, Amazilia franciae,116398
Chrysuronia versicolor, Amazilia versicolor,116396
Polyerata amabilis, Amazilia amabilis,116394
Chionomesa fimbriata, Amazilia fimbriata,116391
Saucerottia viridigaster, Amazilia viridigaster,116390
Oriolus kundoo, Oriolus kundoo,114674
Oriolus isabellae, Oriolus isabellae,114668
Luscinia luscinia, Luscinia luscinia,113980
Andropadus importunus, Andropadus importunus,113703
Peltohyas australis, Peltohyas australis,112948
Charadrius alexandrinus, Charadrius alexandrinus,112947
Charadrius falklandicus, Charadrius falklandicus,112943
Charadrius collaris, Charadrius collaris,112942
Charadrius bicinctus, Charadrius bicinctus,112941
Charadrius ruficapillus, Charadrius ruficapillus,112938
Charadrius montanus, Charadrius montanus,112937
Polyplectron chalcurum, Polyplectron chalcurum,110936
Melanocorypha calandra, Melanocorypha calandra,110605
Leipoa ocellata, Leipoa ocellata,109888
Penelope jacquacu, Penelope jacquacu,109886
Penelope superciliaris, Penelope superciliaris,109884
Ortalis vetula, Ortalis vetula,109882
Ashbyia lovensis, Ashbyia lovensis,109326
Ptiloprora guisei, Ptiloprora guisei,109311
Sericornis perspicillatus, Sericornis perspicillatus,109310
Gerygone chrysogaster, Gerygone chrysogaster,109309
Acanthorhynchus superciliosus, Acanthorhynchus superciliosus,109307
Acanthorhynchus tenuirostris, Acanthorhynchus tenuirostris,109304
Nannopterum brasilianum, Nannopterum brasilianus,109023
Buteo oreophilus, Buteo oreophilus,108771
Neophema bourkii, Neopsephotus bourkii,108574
Prioniturus platurus, Prioniturus platurus,108564
Alisterus amboinensis, Alisterus amboinensis,108562
Pycnonotus plumosus, Pycnonotus plumosus,108244
Ficedula albicollis, Ficedula albicollis,107840
Bradypterus barratti, Bradypterus barrattii,107476
Bradypterus baboecala, Bradypterus baboecala,107472
Cryptillas victorini, Bradypterus victorini,107463
Phyllergates heterolaemus, Orthotomus heterolaemus,107363
Ramphocelus carbo, Ramphocelus carbo,107151
Chlamydera maculata, Chlamydera maculata,107081
Sericulus chrysocephalus, Sericulus chrysocephalus,107065
Melocichla mentalis, Melocichla mentalis,106895
Sylvietta whytii, Sylvietta whytii,106893
Tesia olivea, Tesia olivea,106883
Platylophus galericulatus, Platylophus galericulatus,106246
Hypocnemoides melanopogon, Hypocnemoides melanopogon,105693
Laterallus exilis, Laterallus exilis,105691
Lanius collurioides, Lanius collurioides,105682
Myiarchus barbirostris, Myiarchus barbirostris,105678
Myiarchus cephalotes, Myiarchus cephalotes,105677
Myiarchus ferox, Myiarchus ferox,105676
Myiarchus panamensis, Myiarchus panamensis,105675
Myiarchus phaeocephalus, Myiarchus phaeocephalus,105674
Myiarchus swainsoni, Myiarchus swainsoni,105673
Ixobrychus cinnamomeus, Ixobrychus cinnamomeus,105533
Ixobrychus sinensis, Ixobrychus sinensis,105531
Ardea intermedia, Ardea intermedia,105529
Ochthoeca pulchella, Ochthoeca pulchella,105309
Phylloscartes nigrifrons, Phylloscartes nigrifrons,105308
Heterocercus flavivertex, Heterocercus flavivertex,105307
Inezia subflava, Inezia subflava,105306
Knipolegus poecilurus, Knipolegus poecilurus,105305
Lipaugus streptophorus, Lipaugus streptophorus,105304
Lophotriccus galeatus, Lophotriccus galeatus,105303
Myiotheretes striaticollis, Myiotheretes striaticollis,105302
Myiozetetes luteiventris, Myiozetetes luteiventris,105301
Neopelma aurifrons, Neopelma aurifrons,105300
Guttera plumifera, Guttera plumifera,104461
Mionectes striaticollis, Mionectes striaticollis,103931
Pomarea mira, Pomarea mendozae mira,103168
Pomarea whitneyi, Pomarea whitneyi,103166
Pomarea nukuhivae, Pomarea mendozae nukuhivae,103165
Pomarea mendozae, Pomarea mendozae,103163
Pomarea nigra, Pomarea nigra,103137
Spilornis elgini, Spilornis elgini,103133
Leptodon cayanensis, Leptodon cayanensis,103132
Spilornis rufipectus, Spilornis rufipectus,103131
Spilornis holospilus, Spilornis holospilus,103130
Circaetus cinereus, Circaetus cinereus,103129
Circaetus pectoralis, Circaetus pectoralis,103125
Circaetus cinerascens, Circaetus cinerascens,103124
Circaetus fasciolatus, Circaetus fasciolatus,103123
Pithecophaga jefferyi, Pithecophaga jefferyi,103122
Phasianus colchicus, Phasianus colchicus,102719
Perdix perdix, Perdix perdix,102712
Pavo muticus, Pavo muticus,102708
Polyplectron bicalcaratum, Polyplectron bicalcaratum,102705
Tarsiger indicus, Luscinia indica,102476
Myophonus caeruleus, Myophonus caeruleus,102470
Myophonus glaucinus, Myophonus glaucinus,102468
Nyctipolus nigrescens, Nyctipolus nigrescens,102378
Lurocalis rufiventris, Lurocalis rufiventris,102377
Estrilda rhodopyga, Estrilda rhodopyga,102068
Estrilda melpoda, Estrilda melpoda,102066
Estrilda troglodytes, Estrilda troglodytes,102064
Brunhilda erythronotos, Estrilda erythronotos,102055
Coracornis sanghirensis, Coracornis sanghirensis,101677
Zosterops stenocricotus, Zosterops senegalensis stenocricotus,101615
Drymophila genei, Drymophila genei,101446
Cercomacroides tyrannina, Cercomacra tyrannina,101445
Cercomacroides serva, Cercomacra serva,101443
Arremon taciturnus, Arremon taciturnus,101225
Aramides axillaris, Aramides axillaris,101222
Drymophila hellmayri, Drymophila hellmayri,100230
Drymophila klagesi, Drymophila klagesi,100228
Drymophila striaticeps, Drymophila striaticeps,100226
Spodiornis rusticus, Haplospiza rustica,99662
Idiopsar brachyurus, Idiopsar brachyurus,99661
Diglossa indigotica, Diglossopis indigotica,99659
Diglossa caerulescens, Diglossopis caerulescens,99657
Diglossa glauca, Diglossopis glauca,99656
Mirafra africana, Mirafra africana,99164
Anaplectes rubriceps, Anaplectes rubriceps,98102
Athene brama, Athene brama,98069
Pipilo ocai, Pipilo ocai,97319
Pipilo maculatus, Pipilo maculatus,97318
Arremonops rufivirgatus, Arremonops rufivirgatus,97317
Melozone kieneri, Melozone kieneri,97315
Patagioenas oenops, Patagioenas oenops,96875
Patagioenas inornata, Patagioenas inornata,96873
Patagioenas plumbea, Patagioenas plumbea,96866
Turdus abyssinicus, Turdus abyssinicus,96374
Turdus smithi, Turdus smithi,96371
Turdus olivaceus, Turdus olivaceus,96367
Turdus migratorius, Turdus migratorius,96291
Pomatostomus halli, Pomatostomus halli,96288
Phylloscopus trochilus, Phylloscopus trochilus,96282
Catharus guttatus, Catharus guttatus,96280
Myrmotherula schisticolor, Myrmotherula schisticolor,96278
Montifringilla davidiana, Montifringilla davidiana,96152
Montifringilla taczanowskii, Montifringilla taczanowskii,96150
Montifringilla adamsi, Montifringilla adamsi,96149
Montifringilla henrici, Montifringilla henrici,96147
Pachycephala schlegelii, Pachycephala schlegelii,95994
Pitohui kirhocephalus, Pitohui kirhocephalus,95988
Pachycephala soror, Pachycephala soror,95987
Uraeginthus cyanocephalus, Uraeginthus cyanocephalus,95955
Euschistospiza cinereovinacea, Euschistospiza cinereovinacea,95953
Uraeginthus bengalus, Uraeginthus bengalus,95951
Uraeginthus angolensis, Uraeginthus angolensis,95949
Spermophaga haematina, Spermophaga haematina,95947
Apaloderma aequatoriale, Apaloderma aequatoriale,95396
Haliaeetus vociferoides, Haliaeetus vociferoides,95329
Quelea quelea, Quelea quelea,95306
Prunella montanella, Prunella montanella,95302
Calliope calliope, Calliope calliope,94170
Macroagelaius subalaris, Macroagelaius subalaris,93045
Hypsipetes madagascariensis, Hypsipetes madagascariensis,92684
Laniarius ferrugineus, Laniarius ferrugineus,92681
Pycnonotus sinensis, Pycnonotus sinensis,92679
Lanius bucephalus, Lanius bucephalus,92674
Cyanoptila cyanomelana, Cyanoptila cyanomelana,92668
Podiceps cristatus, Podiceps cristatus,92263
Metallura theresiae, Metallura theresiae,91930
Metallura phoebe, Metallura phoebe,91927
Metallura williami, Metallura williami,91925
Chalcostigma herrani, Chalcostigma herrani,91922
Heliangelus viola, Heliangelus viola,91920
Chalcostigma ruficeps, Chalcostigma ruficeps,91919
Zosterops silvanus, Zosterops silvanus,91745
Zosterops winifredae, Zosterops winifredae,91742
Dacnis cayana, Dacnis cayana,90901
Conothraupis speculigera, Conothraupis speculigera,90895
Cypsnagra hirundinacea, Cypsnagra hirundinacea,90892
Cyanerpes caeruleus, Cyanerpes caeruleus,90890
Sporophila crassirostris, Oryzoborus crassirostris,90865
Melopyrrha violacea, Loxigilla violacea,90864
Melopyrrha portoricensis, Loxigilla portoricensis,90856
Conirostrum speciosum, Conirostrum speciosum,90855
Melanerpes cruentatus, Melanerpes cruentatus,90567
Melanerpes candidus, Melanerpes candidus,90565
Melanerpes lewis, Melanerpes lewis,90564
Sphyrapicus thyroideus, Sphyrapicus thyroideus,90563
Sphyrapicus nuchalis, Sphyrapicus nuchalis,90562
Gavia adamsii, Gavia adamsii,90560
Pterophanes cyanopterus, Pterophanes cyanopterus,90208
Taphrospilus hypostictus, Taphrospilus hypostictus,90205
Thalurania colombica, Thalurania colombica,90203
Schistes geoffroyi, Schistes geoffroyi,90200
Threnetes leucurus, Threnetes leucurus,90198
Cyanerpes nitidus, Cyanerpes nitidus,89879
Aleadryas rufinucha, Aleadryas rufinucha,89244
