TAXON_ORDER	CATEGORY	SPECIES_CODE	PRIMARY_COM_NAME	SCI_NAME	ORDER1	FAMILY	SPECIES_GROUP	REPORT_AS	ottid	parent_ottid	name	rank	source	uniqname	flags	match_type
11377	issf	eurkes2	Eurasian Kestrel (Eurasian)	Falco tinnunculus [tinnunculus Group]	Falconiformes	Falconidae (Falcons and Caracaras)		eurkes	-	-	-	-	-	-	-	unmatched
11383	issf	eurkes3	Eurasian Kestrel (Canary Is.)	Falco tinnunculus canariensis/dacotiae	Falconiformes	Falconidae (Falcons and Caracaras)		eurkes	-	-	-	-	-	-	-	unmatched
11386	issf	eurkes4	Eurasian Kestrel (Cape Verde)	Falco tinnunculus neglectus/alexandri	Falconiformes	Falconidae (Falcons and Caracaras)		eurkes	-	-	-	-	-	-	-	unmatched
11389	issf	eurkes5	Eurasian Kestrel (Rufescent)	Falco tinnunculus rufescens	Falconiformes	Falconidae (Falcons and Caracaras)		eurkes	285807	534514	Falco tinnunculus rufescens	subspecies	ncbi:148600		infraspecific	canonical_match
11390	slash	y00613	Lesser/Eurasian Kestrel	Falco naumanni/tinnunculus	Falconiformes	Falconidae (Falcons and Caracaras)			-	-	-	-	-	-	-	unmatched
11391	species	eurkes1	Rock Kestrel	Falco rupicolus	Falconiformes	Falconidae (Falcons and Caracaras)			285806	786441	Falco rupicolus	species	ncbi:1562128,gbif:6065652			canonical_match
11392	slash	y00933	Eurasian/Rock Kestrel	Falco tinnunculus/rupicolus	Falconiformes	Falconidae (Falcons and Caracaras)			-	-	-	-	-	-	-	unmatched
11393	species	madkes1	Madagascar Kestrel	Falco newtoni	Falconiformes	Falconidae (Falcons and Caracaras)			624975	786441	Falco newtoni	species	ncbi:148595,gbif:2481030,irmng:10856794			canonical_match
11394	species	maukes1	Mauritius Kestrel	Falco punctatus	Falconiformes	Falconidae (Falcons and Caracaras)			624974	786441	Falco punctatus	species	ncbi:148596,gbif:2481005,irmng:11168058			canonical_match
11395	species	seykes1	Seychelles Kestrel	Falco araeus	Falconiformes	Falconidae (Falcons and Caracaras)			826777	786441	Falco araeus	species	ncbi:495913,gbif:2481028,irmng:10229975			canonical_match
11396	species	reukes1	Reunion Kestrel	Falco duboisi	Falconiformes	Falconidae (Falcons and Caracaras)			6151549	786441	Falco duboisi	species	gbif:7704488			canonical_match
11397	species	spokes1	Spotted Kestrel	Falco moluccensis	Falconiformes	Falconidae (Falcons and Caracaras)			3596145	786441	Falco moluccensis	species	ncbi:495914,gbif:2481001,irmng:11373464			canonical_match
11400	species	auskes1	Australian Kestrel	Falco cenchroides	Falconiformes	Falconidae (Falcons and Caracaras)			624970	786441	Falco cenchroides	species	ncbi:148593,gbif:2481009,irmng:10856793			canonical_match
11403	species	grekes1	Greater Kestrel	Falco rupicoloides	Falconiformes	Falconidae (Falcons and Caracaras)			624973	786441	Falco rupicoloides	species	ncbi:148597,gbif:2481010,irmng:11004417			canonical_match
11407	species	amekes	American Kestrel	Falco sparverius	Falconiformes	Falconidae (Falcons and Caracaras)			964519	3596159	Falco sparverius	species	ncbi:56350,worms:159072,gbif:9685907,gbif:8931663,irmng:11165584			canonical_match
11408	issf	amekes1	American Kestrel (Northern)	Falco sparverius [sparverius Group]	Falconiformes	Falconidae (Falcons and Caracaras)		amekes	-	-	-	-	-	-	-	unmatched
11413	issf	amekes7	American Kestrel (Southeastern)	Falco sparverius paulus	Falconiformes	Falconidae (Falcons and Caracaras)		amekes	-	-	-	-	-	-	-	unmatched
11414	issf	amekes3	American Kestrel (Eastern Caribbean)	Falco sparverius caribaearum	Falconiformes	Falconidae (Falcons and Caracaras)		amekes	-	-	-	-	-	-	-	unmatched
11415	issf	amekes4	American Kestrel (Hispaniolan)	Falco sparverius dominicensis	Falconiformes	Falconidae (Falcons and Caracaras)		amekes	-	-	-	-	-	-	-	unmatched
11416	issf	amekes5	American Kestrel (Cuban)	Falco sparverius sparverioides	Falconiformes	Falconidae (Falcons and Caracaras)		amekes	-	-	-	-	-	-	-	unmatched
11417	issf	amekes2	American Kestrel (South American)	Falco sparverius [cinnamominus Group]	Falconiformes	Falconidae (Falcons and Caracaras)		amekes	-	-	-	-	-	-	-	unmatched
11426	issf	amekes6	American Kestrel (Juan Fernandez)	Falco sparverius fernandensis	Falconiformes	Falconidae (Falcons and Caracaras)		amekes	-	-	-	-	-	-	-	unmatched
11427	species	foxkes1	Fox Kestrel	Falco alopex	Falconiformes	Falconidae (Falcons and Caracaras)			3596144	786441	Falco alopex	species	ncbi:495937,gbif:2481002,irmng:11058799			canonical_match
11428	species	grykes1	Gray Kestrel	Falco ardosiaceus	Falconiformes	Falconidae (Falcons and Caracaras)			3596132	786441	Falco ardosiaceus	species	ncbi:495938,gbif:2481031,irmng:10195488			canonical_match
11429	species	dickes1	Dickinson's Kestrel	Falco dickinsoni	Falconiformes	Falconidae (Falcons and Caracaras)			775464	786441	Falco dickinsoni	species	ncbi:495939,gbif:2481063,irmng:10193142			canonical_match
11430	species	bankes1	Banded Kestrel	Falco zoniventris	Falconiformes	Falconidae (Falcons and Caracaras)			352521	786441	Falco zoniventris	species	ncbi:495940,gbif:2481036,irmng:10692333			canonical_match
11431	species	renfal1	Red-necked Falcon	Falco chicquera	Falconiformes	Falconidae (Falcons and Caracaras)			352520	786441	Falco chicquera	species	ncbi:495941,gbif:2481019,irmng:10193140			canonical_match
11432	issf	renfal2	Red-necked Falcon (Asian)	Falco chicquera chicquera	Falconiformes	Falconidae (Falcons and Caracaras)		renfal1	352523	352520	Falco chicquera chicquera	subspecies	ncbi:495942		infraspecific	canonical_match
11433	issf	renfal3	Red-necked Falcon (African)	Falco chicquera ruficollis/horsbrughi	Falconiformes	Falconidae (Falcons and Caracaras)		renfal1	-	-	-	-	-	-	-	unmatched
11436	species	reffal1	Red-footed Falcon	Falco vespertinus	Falconiformes	Falconidae (Falcons and Caracaras)			964523	786441	Falco vespertinus	species	ncbi:56351,worms:558554,gbif:2481062,irmng:10891811			canonical_match
11437	species	amufal1	Amur Falcon	Falco amurensis	Falconiformes	Falconidae (Falcons and Caracaras)			352517	786441	Falco amurensis	species	ncbi:495945,gbif:2480998,irmng:10211544			canonical_match
11438	slash	y01111	Red-footed/Amur Falcon	Falco vespertinus/amurensis	Falconiformes	Falconidae (Falcons and Caracaras)			-	-	-	-	-	-	-	unmatched
11439	species	elefal1	Eleonora's Falcon	Falco eleonorae	Falconiformes	Falconidae (Falcons and Caracaras)			352519	786441	Falco eleonorae	species	ncbi:495946,worms:212680,gbif:2481037,irmng:10193143			canonical_match
11440	species	soofal1	Sooty Falcon	Falco concolor	Falconiformes	Falconidae (Falcons and Caracaras)			352518	786441	Falco concolor	species	ncbi:495947,worms:212679,gbif:2481061,irmng:10763454			canonical_match
11441	species	merlin	Merlin	Falco columbarius	Falconiformes	Falconidae (Falcons and Caracaras)			786443	786441	Falco columbarius	species	ncbi:8953,worms:159152,gbif:9813242,irmng:11121578			canonical_match
11442	issf	merlin1	Merlin (Eurasian)	Falco columbarius [aesalon Group]	Falconiformes	Falconidae (Falcons and Caracaras)		merlin	-	-	-	-	-	-	-	unmatched
11448	issf	merlin2	Merlin (Pallid)	Falco columbarius pallidus	Falconiformes	Falconidae (Falcons and Caracaras)		merlin	-	-	-	-	-	-	-	unmatched
11449	issf	taimer1	Merlin (Taiga)	Falco columbarius columbarius	Falconiformes	Falconidae (Falcons and Caracaras)		merlin	928167	786443	Falco columbarius columbarius	subspecies	ncbi:495952		infraspecific	canonical_match
11450	issf	pramer1	Merlin (Prairie)	Falco columbarius richardsonii	Falconiformes	Falconidae (Falcons and Caracaras)		merlin	928165	786443	Falco columbarius richardsonii	subspecies	ncbi:495956		infraspecific	canonical_match
11451	issf	blkmer1	Merlin (Black)	Falco columbarius suckleyi	Falconiformes	Falconidae (Falcons and Caracaras)		merlin	-	-	-	-	-	-	-	unmatched
11452	species	eurhob	Eurasian Hobby	Falco subbuteo	Falconiformes	Falconidae (Falcons and Caracaras)			137527	786441	Falco subbuteo	species	ncbi:344233,worms:558553,gbif:2481035,irmng:10455323			canonical_match
11455	species	afrhob1	African Hobby	Falco cuvierii	Falconiformes	Falconidae (Falcons and Caracaras)			302608	786441	Falco cuvierii	species	ncbi:495964,gbif:2481045,irmng:10593362			canonical_match
11456	species	orihob1	Oriental Hobby	Falco severus	Falconiformes	Falconidae (Falcons and Caracaras)			3596139	786441	Falco severus	species	ncbi:495965,gbif:2481060,irmng:10195780			canonical_match
11457	species	aushob1	Australian Hobby	Falco longipennis	Falconiformes	Falconidae (Falcons and Caracaras)			728397	786441	Falco longipennis	species	ncbi:321056,gbif:2481027,irmng:10193146			canonical_match
11460	species	nezfal1	New Zealand Falcon	Falco novaeseelandiae	Falconiformes	Falconidae (Falcons and Caracaras)			877341	786441	Falco novaeseelandiae	species	ncbi:495971,gbif:2481003,irmng:10193148			canonical_match
11461	species	brofal1	Brown Falcon	Falco berigora	Falconiformes	Falconidae (Falcons and Caracaras)			877343	786441	Falco berigora	species	ncbi:495972,gbif:2481059,irmng:10192869			canonical_match
11465	species	gryfal1	Gray Falcon	Falco hypoleucos	Falconiformes	Falconidae (Falcons and Caracaras)			3596135	786441	Falco hypoleucos	species	ncbi:495977,gbif:2481044,irmng:11209232			canonical_match
11466	species	blafal1	Black Falcon	Falco subniger	Falconiformes	Falconidae (Falcons and Caracaras)			877345	786441	Falco subniger	species	ncbi:495978,gbif:2481020,irmng:11034484			canonical_match
11467	species	aplfal	Aplomado Falcon	Falco femoralis	Falconiformes	Falconidae (Falcons and Caracaras)			438663	786441	Falco femoralis	species	ncbi:56349,gbif:2481006,irmng:10195486			canonical_match
11471	species	batfal1	Bat Falcon	Falco rufigularis	Falconiformes	Falconidae (Falcons and Caracaras)			582950	786441	Falco rufigularis	species	ncbi:399590,gbif:2481033,irmng:10586730			canonical_match
